1211251023877731,SENSEX 25 Oct 23 79900 PE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2379900PE,12,11,877731,SENSEX,1,79900.0,PE,12100000001,None,0,0.0
1211251023877732,SENSEX 25 Oct 23 78400 PE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2378400PE,12,11,877732,SENSEX,1,78400.0,PE,12100000001,None,0,0.0
1211251023877734,SENSEX 25 Oct 23 84700 CE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2384700CE,12,11,877734,SENSEX,1,84700.0,CE,12100000001,None,0,0.0
1211251023877735,SENSEX 25 Oct 23 83200 CE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2383200CE,12,11,877735,SENSEX,1,83200.0,CE,12100000001,None,0,0.0
1211251023877736,SENSEX 25 Oct 23 74700 PE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2374700PE,12,11,877736,SENSEX,1,74700.0,PE,12100000001,None,0,0.0
1211251023877740,SENSEX 25 Oct 23 77900 PE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2377900PE,12,11,877740,SENSEX,1,77900.0,PE,12100000001,None,0,0.0
1211251023877741,SENSEX 25 Oct 23 76400 PE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2376400PE,12,11,877741,SENSEX,1,76400.0,PE,12100000001,None,0,0.0
1211251023877744,SENSEX 25 Oct 23 87200 PE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2387200PE,12,11,877744,SENSEX,1,87200.0,PE,12100000001,None,0,0.0
1211251023877745,SENSEX 25 Oct 23 76700 CE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2376700CE,12,11,877745,SENSEX,1,76700.0,CE,12100000001,None,0,0.0
1211251023877747,SENSEX 25 Oct 23 75200 CE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2375200CE,12,11,877747,SENSEX,1,75200.0,CE,12100000001,None,0,0.0
1211251023877748,SENSEX 25 Oct 23 79900 CE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2379900CE,12,11,877748,SENSEX,1,79900.0,CE,12100000001,None,0,0.0
1211251023877749,SENSEX 25 Oct 23 78400 CE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2378400CE,12,11,877749,SENSEX,1,78400.0,CE,12100000001,None,0,0.0
1211251023877750,SENSEX 25 Oct 23 83500 PE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2383500PE,12,11,877750,SENSEX,1,83500.0,PE,12100000001,None,0,0.0
1211251023877751,SENSEX 25 Oct 23 82000 PE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2382000PE,12,11,877751,SENSEX,1,82000.0,PE,12100000001,None,0,0.0
1211251023877752,SENSEX 25 Oct 23 87500 CE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2387500CE,12,11,877752,SENSEX,1,87500.0,CE,12100000001,None,0,0.0
